Member_ID,Name,Age,Gender,Address,Phone_Number,Membership_Type,Join_Date,Last_Visit_Date,Favorite_Exercise,Avg_Workout_Duration_Min,Avg_Calories_Burned,Total_Weight_Lifted_kg,Visits_Per_Month,Churn
GYM125440,Jon Maddox,41.0,Female,"8251 Mitchell Island, Williamsberg, NE 99367",410.323.9600x197,Monthly,2024-11-20,2026-04-08,Cycling,63.0,415.0,10338,13.9,Yes
GYM125441,Patricia Owen,40.0,Male,"66412 Hailey Falls Apt. 360, East Kellyport, MI 89825",592-918-9490,Quarterly,2025-09-18,2026-05-27,Weightlifting,72.0,526.0,21371,16.1,No
GYM125442,Carrie Erickson,39.0,Male,"97913 Cole Views Suite 717, Cassieburgh, TX 60870",(851)809-5758x8517,Yearly,2025-10-19,2026-05-03,Yoga,72.0,327.0,5404,20.4,No
GYM125443,Brian Lee,36.0,Male,"0242 Herrera Squares Suite 236, Lake Ashlee, SC 45429",4068669616,Monthly,2023-06-27,2026-05-25,HIIT,94.0,428.0,111172,25.5,No
GYM125444,Dr. Susan Liu,33.0,Male,"554 Davis Groves Suite 424, Jesseburgh, GU 38333",791.784.1599,Yearly,2024-08-04,2026-05-26,Weightlifting,43.0,309.0,17467,10.5,Yes
GYM125445,Rebecca Taylor,45.0,Female,"11305 Bond Skyway Suite 666, West Rebecca, GU 92846",658.319.1622x319,Quarterly,2025-05-05,2026-05-16,Weightlifting,80.0,574.0,20571,16.5,No
GYM125446,Mark Baldwin,16.0,Male,"344 Roberts Forges, East Daniel, VI 78301",398.488.5489x19485,Yearly,2025-04-02,2026-05-22,Weightlifting,99.0,658.0,23705,18.6,No
GYM125447,Christina Garcia,54.0,Male,"9321 Katie Greens, Port Melissa, AK 82829",712-658-1089x97830,Quarterly,2023-07-20,2026-05-05,Cardio,97.0,575.0,6171,16.5,No
GYM125448,Elizabeth Bennett,16.0,Male,"PSC 8379, Box 3761, APO AE 37450",+1-319-300-0057x2193,Monthly,2025-03-23,2026-04-15,Weightlifting,59.0,524.0,13178,10.3,No
GYM125449,James Parker,18.0,Male,"5059 Harmon Unions, Tiffanyport, PA 64193",451.370.7683,Quarterly,2024-05-29,2026-05-25,CrossFit,62.0,297.0,14236,5.6,No
GYM125450,Brian Morrison,58.0,Male,"188 Wayne Well, Christophershire, OK 12816",673-354-7306x79024,Quarterly,2024-08-02,2026-06-10,Yoga,61.0,322.0,3591,8.6,No
GYM125451,Brian Cantu,47.0,Female,"495 Ashley Corner Suite 716, New Michael, NE 73552",588.703.4528x176,Monthly,2024-10-11,2026-05-30,Yoga,58.0,243.0,8075,7.5,No
GYM125452,Matthew Hobbs,21.0,Male,"5829 Marshall Mills Apt. 962, Gamblebury, NV 75439",(838)739-2205,Monthly,2025-06-29,2026-04-04,Cardio,91.0,723.0,7652,13.2,Yes
GYM125453,Matthew Small,16.0,Female,"252 Nathan Wall, South Charleshaven, FM 89976",+1-725-868-9151x87333,Monthly,2025-02-19,2026-01-18,CrossFit,59.0,416.0,25855,12.2,Yes
GYM125454,Timothy Jackson,29.0,Female,"603 Matthew Cove Apt. 781, South James, OR 52832",947.729.9428,Quarterly,2025-02-26,2026-04-22,Cardio,103.0,804.0,5515,13.7,No
GYM125455,Emily Ray,21.0,Male,"179 Smith Track Suite 325, West David, MT 89303",(957)294-7106x1125,Quarterly,2025-11-08,2026-04-27,Cardio,77.0,787.0,3094,10.3,No
GYM125456,Charles Lee,48.0,Male,"9179 Patricia Glens, North Christopherville, MA 09506",846.938.3272x471,Monthly,2025-04-30,2025-12-29,Cardio,63.0,460.0,487,4.3,Yes
GYM125457,Darrell Espinoza,33.0,Female,"69615 Miller Burgs, South Jasonfurt, NM 85882",8654542755,Monthly,2025-05-30,2026-04-29,Weightlifting,89.0,723.0,28190,18.7,No
GYM125458,Brett Lynn,16.0,Male,"Unit 7493 Box 3263, DPO AA 53205",001-889-304-2047x4133,Quarterly,2024-01-06,2026-05-05,CrossFit,75.0,507.0,25258,9.9,No
GYM125459,Evan Conway,46.0,Male,"55337 Daniel Square Suite 618, South Kevinhaven, MT 29499",654.273.9947x5363,Quarterly,2024-09-11,2026-05-17,Yoga,,570.0,12380,20.0,No
GYM125460,Susan Simpson,23.0,Male,"Unit 5713 Box 0903, DPO AE 07969",(453)724-7250x31139,Quarterly,2024-08-31,2026-01-12,CrossFit,39.0,306.0,14086,4.2,Yes
GYM125461,Anna Lopez,31.0,Male,"USNS Torres, FPO AE 95385",932-588-3261,Monthly,2025-10-15,2026-01-04,Weightlifting,72.0,652.0,9230,9.7,Yes
GYM125462,John Perez,31.0,Female,"41865 Smith Stravenue Suite 431, Lake Sarahshire, SD 73089",(740)215-2163x758,Yearly,2024-07-16,2026-05-03,Cardio,,591.0,13418,17.1,No
GYM125463,Dan Scott,59.0,Female,"11062 Mary Creek Apt. 528, Williamsshire, WV 03109",(302)571-1814x07931,Monthly,2024-03-20,2026-05-18,Weightlifting,78.0,687.0,42550,14.4,No
GYM125464,Jamie Turner,23.0,Female,"170 Barbara Harbor Apt. 854, Port Dean, AZ 93732",+1-813-210-7348x062,Monthly,2025-02-21,2026-05-05,Cycling,66.0,465.0,3142,4.9,Yes
GYM125465,Carol Williams,31.0,Female,"48970 Harper Cape Suite 910, West Samanthabury, IA 55904",+1-992-263-8571,Yearly,2026-03-18,2026-04-23,Pilates,83.0,623.0,2086,18.9,No
GYM125466,Mr. Samuel Jones,28.0,Male,"25060 Katherine Common Apt. 795, Erinport, WA 74780",760-551-3148x0795,Yearly,2023-12-24,2026-04-25,Weightlifting,69.0,456.0,55007,13.9,No
GYM125467,John Cox,40.0,Female,"974 Thompson Orchard Apt. 039, West Kennethhaven, WA 80074",234.522.1602x6940,Monthly,2023-08-16,2026-05-06,Weightlifting,55.0,355.0,10252,3.2,No
GYM125468,Sandra Sullivan,44.0,Male,"4418 Michael Stream Suite 727, East Bernard, AL 85284",(538)252-5012x687,Monthly,2024-10-31,2026-02-06,Pilates,71.0,458.0,3130,3.7,Yes
GYM125469,Anthony Monroe,35.0,Male,"009 Bradley Fort, Lake Anthony, FM 25140",472-791-7490x917,Yearly,2025-11-22,2026-06-01,HIIT,66.0,357.0,10099,20.3,No
GYM125470,Mr. Nicholas Mathews DDS,35.0,Female,"0310 Ashley Isle Apt. 728, Port Stevenshire, AZ 84841",977-968-8050,Monthly,2025-11-09,2026-02-06,Pilates,67.0,423.0,2003,10.0,Yes
GYM125471,Christopher Green,45.0,Female,"Unit 0136 Box 0534, DPO AA 87195",350.353.6723,Monthly,2026-02-07,2026-04-24,Weightlifting,71.0,545.0,4458,10.2,No
GYM125472,Joshua Sandoval,53.0,Female,"0861 Christina Extension Suite 150, West Kyle, MA 82941",(240)217-9032,Monthly,2025-02-02,2026-04-28,HIIT,90.0,646.0,41697,19.6,No
GYM125473,Trevor Rivera,42.0,Female,"1119 Casey Ferry, Philipstad, CA 09307",(552)235-4558,Monthly,2024-02-05,2026-05-28,Swimming,97.0,750.0,12663,11.7,No
GYM125474,Kevin Todd,43.0,Female,"25074 Little Passage, Brianburgh, GA 99510",7925062263,Quarterly,2023-12-18,2026-05-25,Cardio,66.0,444.0,8122,11.3,No
GYM125475,Lindsay Calderon,31.0,Female,"99953 Bryant Mountains, New Cory, OH 64952",+1-222-718-6328x8364,Quarterly,2024-09-16,2026-06-07,CrossFit,59.0,421.0,15570,7.2,No
GYM125476,Bonnie Brown,36.0,Female,"277 Cathy Landing, Williamstown, CA 69594",(450)634-8459x53332,Quarterly,2025-04-02,2026-06-03,Yoga,37.0,338.0,2128,5.4,No
GYM125477,Zachary Rodriguez,26.0,Male,"USNV Vargas, FPO AE 44129",+1-833-686-1960x7273,Monthly,2023-11-01,2026-06-03,HIIT,64.0,517.0,29749,11.0,No
GYM125478,Clayton Sawyer,28.0,Female,"8179 Christopher Meadows, Hammondmouth, MI 87535",(368)295-4612,Yearly,2025-07-16,2026-05-02,Weightlifting,71.0,479.0,22347,15.0,Yes
GYM125479,Rebecca Mcclure,33.0,Male,"121 Hanna Junctions Apt. 647, Johnsonshire, GU 08969",515-930-5426x577,Monthly,2024-12-23,2026-05-01,Cardio,96.0,797.0,5376,17.0,No
GYM125480,Joshua Price,23.0,Male,"860 Ponce Garden Apt. 061, Hartton, ND 15383",+1-263-664-5532,Monthly,2024-10-25,2026-01-30,Weightlifting,47.0,419.0,107,0.0,Yes
GYM125481,Alexis Hart,67.0,Male,"3314 Mcguire Prairie Apt. 126, North Emilyfort, PA 85098",(894)482-4341x0071,Quarterly,2025-09-21,2026-05-09,Pilates,80.0,281.0,7424,21.0,No
GYM125482,Michael Humphrey,32.0,Male,"06117 Lamb Coves Apt. 237, Roweside, MD 32092",204-207-4091x360,Yearly,2023-07-17,2026-05-03,HIIT,61.0,400.0,50444,16.3,No
GYM125483,Bradley Davis,36.0,Female,"282 Michael Lock, New Timothyville, UT 32066",587.575.8237,Quarterly,2024-12-09,2026-05-25,Weightlifting,74.0,526.0,15162,10.5,No
GYM125484,Carl Carpenter,37.0,Male,"PSC 7463, Box 6843, APO AA 74687",(549)355-2752x581,Monthly,2025-04-16,2026-04-22,HIIT,43.0,301.0,118,0.0,Yes
GYM125485,Judith Scott,30.0,Male,"549 Newman Falls Suite 142, Elizabethhaven, AK 31904",(331)667-8503x576,Monthly,2025-01-30,2026-01-08,HIIT,70.0,620.0,27151,12.9,Yes
GYM125486,Sarah Young,48.0,Male,"9295 Hughes Island Suite 735, Port Cassandrachester, GU 87490",808.348.2667x46898,Monthly,2025-03-19,2025-12-20,Swimming,72.0,504.0,14381,17.9,Yes
GYM125487,James Anderson,46.0,Other,"1095 Randy Manor, Watkinsstad, MH 39944",293.852.7420x803,Quarterly,2024-04-16,2026-05-10,Yoga,69.0,467.0,3976,4.2,No
GYM125488,Cheryl Olsen,32.0,Female,"232 Tanya Brook Apt. 897, East Thomas, LA 58869",(228)769-7535,Quarterly,2024-04-21,2026-05-19,Swimming,86.0,598.0,17812,15.3,No
GYM125489,Brian Andrews,42.0,Female,"48134 Katherine Green, West Sarahside, DC 78386",+1-893-327-4972x355,Yearly,2025-01-17,2026-05-13,Cardio,59.0,388.0,4683,6.3,No
GYM125490,Daniel Blake,50.0,Female,"616 Cole Skyway Apt. 551, Port Sherry, PA 03186",+1-566-822-0135,Yearly,2026-01-24,2026-02-05,Cardio,82.0,568.0,1297,18.6,Yes
GYM125491,Andrew Reynolds,40.0,Female,"USNS Russell, FPO AE 38462",627-810-0937,Quarterly,2024-11-11,2026-06-07,CrossFit,87.0,727.0,15049,14.8,No
GYM125492,Valerie Lucas,38.0,Male,"07715 Russell Viaduct, South Andrewton, MS 01279",281-872-7310x92678,Yearly,2026-05-15,2026-05-20,Cycling,52.0,324.0,215,13.3,No
GYM125493,Dave Mccormick,59.0,Female,"6651 Escobar Burgs, Lisaborough, OR 43578",668-349-1521x15200,Monthly,2024-03-08,2026-04-15,Yoga,67.0,567.0,4024,10.2,No
GYM125494,Robert Hughes,16.0,Female,"Unit 2488 Box 4895, DPO AA 26200",+1-243-991-9525x079,Monthly,2023-11-04,2026-02-25,Cardio,60.0,383.0,5551,4.4,Yes
GYM125495,Joseph Tran,58.0,Male,"7944 Hughes Brooks Apt. 288, Smithside, ND 96198",590.371.7122,Monthly,2024-02-01,2026-06-05,Cardio,81.0,694.0,17770,15.6,No
GYM125496,Heather Perkins,33.0,Male,"82856 Andrews Views, Richchester, WI 54065",764.747.2582,Quarterly,2025-05-08,2026-06-01,Weightlifting,52.0,471.0,19223,15.4,No
GYM125497,Tara Miller,27.0,Male,"688 Cindy Knolls, Perryfurt, ND 62431",(560)753-5866x011,Quarterly,2026-03-20,2026-03-21,CrossFit,66.0,424.0,2657,7.5,Yes
GYM125498,Ryan Arnold,42.0,Female,"PSC 0331, Box 6553, APO AP 41325",001-297-999-8410,Monthly,2024-10-07,2025-12-13,Yoga,40.0,378.0,39,0.0,Yes
GYM125499,Angela Chandler,54.0,Female,"2674 Thomas Plaza, Tracyhaven, TX 94972",5003325613,Yearly,2023-08-27,2026-05-31,Cardio,56.0,538.0,5643,5.5,No
GYM125500,Melissa Spencer,26.0,Male,"16236 West Summit, Cheyennemouth, WI 62830",552.613.8315x5587,Monthly,2024-12-26,2026-04-19,CrossFit,81.0,710.0,36697,15.4,No
GYM125501,Teresa Martinez,35.0,Male,"143 Larsen Lake Suite 956, Kimberlystad, AR 29744",(744)666-1372,Quarterly,2025-07-08,2026-05-24,CrossFit,84.0,591.0,31803,22.3,No
GYM125502,Alexander Paul,29.0,Male,"146 Michael Hills, Robersonport, NY 68127",001-443-709-9937x596,Monthly,2024-05-13,2026-04-24,Cardio,62.0,388.0,9406,18.5,No
GYM125503,Michael Jennings,39.0,Female,"5066 Johnson Turnpike Apt. 575, Carlosville, OH 07205",934.702.2457x84363,Quarterly,2024-04-18,2026-05-04,CrossFit,92.0,428.0,29469,12.2,No
GYM125504,Wesley Montoya,16.0,Female,"74247 Bobby Port Suite 761, Millerchester, AS 66304",+1-356-796-9979,Monthly,2024-04-15,2026-03-11,HIIT,77.0,753.0,49206,14.1,Yes
GYM125505,William Morgan,53.0,Female,"07803 Debra Cape Suite 126, Harryport, OR 39838",(742)828-1073,Yearly,2025-10-15,2026-05-27,Weightlifting,80.0,769.0,14599,10.1,No
GYM125506,James Matthews,16.0,Male,"2866 Green Club, West Angelaland, GU 38655",+1-965-332-3280,Quarterly,2026-05-07,2026-05-08,Pilates,77.0,744.0,535,12.7,Yes
GYM125507,David Johnson,26.0,Other,"38394 Navarro Valley Suite 629, Baldwinmouth, NE 17557",666.581.3893x337,Monthly,2024-10-27,2026-01-21,Yoga,57.0,443.0,1615,2.9,Yes
GYM125508,Erin Poole,41.0,Female,"20247 Shannon Gardens, Brownside, DC 47677",001-312-719-2185,Quarterly,2025-05-10,2026-04-13,Pilates,55.0,430.0,2595,6.5,No
GYM125509,Jerry Barron,33.0,Male,"6272 Cooper Causeway, Valentinestad, ME 17914",388.521.9478,Monthly,2023-09-09,2026-05-02,Weightlifting,66.0,579.0,39365,11.9,No
GYM125510,Mathew Mitchell,35.0,Male,"06879 Alicia Coves Apt. 931, South Brianmouth, MH 81656",751-454-5078x89049,Monthly,2024-12-19,2026-06-08,Swimming,86.0,492.0,5465,9.3,No
GYM125511,Rebecca Zamora,37.0,Female,"61258 Anthony Ports Apt. 273, North Warren, MH 75366",(390)928-5056,Monthly,2024-05-12,2026-02-11,Weightlifting,58.0,330.0,36097,12.0,Yes
GYM125512,Brian Butler,40.0,Female,"6577 Atkinson Port, West Melissamouth, PA 64780",001-596-554-9599x93767,Monthly,2025-12-25,2026-04-16,Swimming,70.0,670.0,2729,17.7,No
GYM125513,Larry Hendricks,31.0,Male,"8450 Christopher Lakes, Martinborough, CA 75050",671.868.8213x5412,Monthly,2025-02-09,2026-04-02,Weightlifting,53.0,252.0,14631,6.4,Yes
GYM125514,Stacy Gordon,63.0,Male,"9538 Elizabeth Mountains Suite 365, Natalieview, MO 38953",830-200-5884x62685,Monthly,2025-10-31,2026-05-30,Cardio,51.0,287.0,3638,10.9,No
GYM125515,Patricia Preston,16.0,Female,"252 Myers Stream, Barnesmouth, CT 33599",853.755.9135,Monthly,2024-07-10,2026-06-08,Cardio,86.0,648.0,13935,14.9,No
GYM125516,Tyler Jones,45.0,Female,"9676 Smith Union Suite 316, North Jeffreyshire, NJ 41389",001-576-701-9988x849,Monthly,2024-06-20,2026-01-10,Cardio,68.0,520.0,5524,6.4,Yes
GYM125517,Heather Horn DVM,16.0,Other,"153 Matthew Mountains, Lake Sara, AS 94236",+1-734-340-5040,Quarterly,2026-01-16,2026-04-18,Weightlifting,68.0,538.0,4274,6.5,No
GYM125518,Stacy Roberts,41.0,Male,"979 Christina Land, New Ralphfurt, GU 76041",+1-836-854-9672,Monthly,2026-05-05,2026-05-06,Cardio,69.0,541.0,314,10.6,Yes
GYM125519,Ryan Gray,48.0,Male,"378 Burton Crossing Suite 209, Sharpborough, MA 48022",+1-241-999-9920x736,Yearly,2023-07-04,2026-04-19,Yoga,58.0,358.0,9845,8.8,No
GYM125520,Henry Alexander,48.0,Female,"4578 Maria Way, Lake Jacquelineland, GU 87959",614-464-0904x4143,Monthly,2023-07-20,2026-04-27,Weightlifting,79.0,438.0,47050,10.8,No
GYM125521,Denise Cunningham,18.0,Male,"62933 Klein Station Suite 257, Michelestad, LA 75994",+1-546-862-7949x851,Monthly,2024-11-26,2026-05-28,Pilates,75.0,438.0,3483,12.7,No
GYM125522,Paula Smith,29.0,Male,"9817 Gonzalez Springs, Port Kevin, VA 27257",001-965-204-3965x543,Monthly,2025-11-19,2026-05-10,Cycling,,750.0,3685,13.3,No
GYM125523,Daniel Hanson,44.0,Female,"0062 David Pass Apt. 563, North Alexanderfort, WA 82008",+1-607-912-0388x8153,Monthly,2024-01-20,2026-05-31,HIIT,72.0,677.0,36896,8.4,Yes
GYM125524,Robert Carpenter,29.0,Male,"21391 Michelle Flat Apt. 649, East Angela, IN 92379",+1-483-555-0901x285,Yearly,2026-01-09,2026-05-26,Weightlifting,75.0,785.0,4874,11.7,No
GYM125525,Dr. Alejandra Decker,32.0,Male,"74210 Williams Meadows, Lake Natalie, MO 69018",(347)383-5067,Monthly,2025-04-29,2026-04-17,Cardio,63.0,521.0,10781,12.3,No
GYM125526,Sharon Scott,20.0,Male,"365 Olivia Stream, South Davidland, PA 81290",(415)824-4668x72786,Quarterly,2025-01-09,2026-04-26,Cycling,49.0,343.0,7955,13.0,No
GYM125527,Vincent Brock,26.0,Male,"83342 Novak Crossroad, Cynthiaside, MI 32127",685.219.2528x208,Monthly,2024-12-17,2026-04-28,Yoga,73.0,467.0,2919,9.9,No
GYM125528,William Middleton,29.0,Other,"8144 Medina Springs Suite 529, Port Johnburgh, MA 94741",+1-658-694-1969x463,Monthly,2023-11-07,2026-02-25,Yoga,59.0,369.0,2753,4.3,Yes
GYM125529,Todd Smith,25.0,Female,"2909 Ryan Common, South Warren, TX 77096",707-940-0671x58243,Yearly,2024-08-27,2026-04-20,Pilates,68.0,556.0,4878,9.3,No
GYM125530,William Ford,27.0,Male,"PSC 4689, Box 8528, APO AE 10298",+1-284-299-4904x568,Monthly,2024-09-29,2026-04-22,Swimming,100.0,720.0,11107,17.3,No
GYM125531,Rebecca Lopez,50.0,Male,"00607 Meza Brooks, Lake Joannaburgh, LA 83330",001-471-744-4802x6177,Monthly,2025-09-03,2026-03-19,CrossFit,75.0,633.0,11339,9.7,Yes
GYM125532,Selena Smith,34.0,Female,"66274 Courtney Valleys Apt. 770, Tanyaberg, KY 18108",479.547.7633x70906,Yearly,2025-06-04,2026-04-23,Cardio,59.0,578.0,3210,21.7,No
GYM125533,Michael Marshall,35.0,Male,"6106 Dunn Vista, Davisside, WY 65106",+1-580-597-2718x079,Monthly,2024-09-05,2026-05-23,Yoga,73.0,354.0,18314,18.6,No
GYM125534,Mark Williams,39.0,Male,"02995 Ann Row Apt. 950, Campbellshire, MS 98485",625.845.3109,Yearly,2025-03-13,2026-05-22,Cardio,53.0,457.0,11230,13.4,No
GYM125535,Jacqueline Vasquez,16.0,Male,"5068 Liu Points Apt. 985, South Davidberg, NV 69755",+1-563-324-9609x548,Monthly,2024-12-13,2026-04-01,Weightlifting,72.0,492.0,21934,10.5,Yes
GYM125536,Jaime Ellis,44.0,Male,"Unit 8442 Box 5386, DPO AE 23484",739.252.2691x50141,Monthly,2023-08-23,2026-04-20,Cardio,84.0,628.0,10431,20.8,No
GYM125537,Robert Turner,37.0,Male,"1614 Hannah Course Apt. 911, North Johnshire, OH 80854",725-879-5496x2658,Monthly,2025-07-12,2026-06-01,Weightlifting,91.0,742.0,32507,18.8,No
GYM125538,Jeremy Butler,31.0,Female,"764 Garcia Green, Meganshire, AR 71724",(909)694-5615x5048,Monthly,2024-03-15,2026-05-23,Cardio,77.0,596.0,14586,12.6,No
GYM125539,Terry Taylor,70.0,Male,"4318 Adrian Ridge Suite 109, Lake Marybury, MT 99442",845.281.7677,Quarterly,2024-03-27,2026-05-23,Swimming,81.0,410.0,7193,16.1,No
GYM125540,Eric Watkins,43.0,Female,"5014 Bates Road, Bookerfurt, MP 01268",255.682.7862,Monthly,2024-04-23,2026-06-03,Yoga,73.0,313.0,1872,2.1,Yes
GYM125541,Karen White DDS,46.0,Male,"3789 Peterson Drive, East Shane, LA 32798",(656)807-1349,Monthly,2023-11-26,2026-03-18,Cardio,55.0,361.0,3805,3.5,Yes
GYM125542,Benjamin Hunt,34.0,Female,"93995 Mcmillan Meadows Apt. 543, West Brandon, FL 13256",(469)968-6933x7474,Yearly,2026-02-27,2026-05-24,CrossFit,64.0,524.0,3277,6.6,No
GYM125543,Christopher Walker,43.0,Male,"63596 Roberts Mills, Scottshire, VA 11282",(927)612-2019,Monthly,2023-08-31,2026-06-09,Weightlifting,104.0,986.0,55198,15.4,No
GYM125544,Tiffany Nielsen,49.0,Male,"4066 Anthony Highway Apt. 450, Jonesmouth, WV 53728",636.236.1655,Quarterly,2024-07-22,2026-05-03,Weightlifting,33.0,306.0,19316,7.9,Yes
GYM125545,Kelly Hart,45.0,Female,"18698 Liu Glens Suite 816, Kathrynmouth, DE 54588",774-254-0476,Quarterly,2025-02-18,2026-05-12,Yoga,87.0,875.0,6302,16.7,No
GYM125546,Yvette Hamilton,25.0,Female,"4419 Tammy Mission, New Lauraland, NE 43368",454.688.0476x73110,Quarterly,2025-06-25,2026-05-22,Weightlifting,51.0,483.0,4546,3.6,Yes
GYM125547,Charles Black,46.0,Male,"6806 Sarah Parks Suite 767, Jerryville, WY 58333",6423712356,Quarterly,2026-01-14,2026-05-01,Weightlifting,79.0,604.0,8123,14.5,No
GYM125548,Vanessa Johnson MD,33.0,Female,"PSC 4619, Box 9238, APO AP 29692",747.790.0061x76320,Quarterly,2026-02-05,2026-06-01,Weightlifting,88.0,762.0,9012,21.4,No
GYM125549,Jessica Barker,25.0,Male,"77675 Sandra Rapid Suite 021, East Erica, MD 89509",202.438.7837x7945,Monthly,2025-12-02,2026-04-24,Cardio,67.0,539.0,2916,18.8,No
GYM125550,David Preston,31.0,Male,"3902 Jerry Parks, Lake Jillport, WY 42127",+1-640-579-4894x483,Yearly,2026-05-12,2026-05-21,Pilates,74.0,420.0,95,7.6,No
GYM125551,Adrienne Weber,28.0,Female,"155 Johnston Ports, Lake Lukehaven, WV 95573",555.594.7553,Monthly,2023-12-26,2026-05-30,Weightlifting,69.0,435.0,24955,6.7,No
GYM125552,Gregory Lucas,51.0,Male,"217 Smith Harbors, Aprilport, VI 35944",(918)323-6613x56079,Monthly,2023-12-07,2026-05-10,CrossFit,71.0,382.0,66755,18.7,No
GYM125553,Jonathan Munoz,33.0,Female,"Unit 1570 Box 6947, DPO AA 03475",342-789-0351x642,Yearly,2023-07-12,2026-05-30,CrossFit,33.0,194.0,4246,2.8,No
GYM125554,Jonathan Allison,47.0,Female,"17033 Thompson Stream, East Brian, HI 41140",(885)240-5339x94814,Yearly,2025-04-21,2026-05-24,Weightlifting,42.0,249.0,7217,4.9,No
GYM125555,Zachary Bean,20.0,Female,"84906 Megan Cape Apt. 340, Cassidyview, VT 54660",(504)491-9047x68717,Monthly,2025-06-16,2026-04-13,Swimming,83.0,508.0,1645,12.4,No
GYM125556,Tracy Weaver,38.0,Female,"760 Fox Corners, Browningmouth, MH 33664",465-338-2146x62268,Quarterly,2025-03-14,2026-01-01,Pilates,43.0,334.0,1068,2.0,Yes
GYM125557,Eric Richardson,22.0,Male,"485 Sabrina Glens Apt. 224, Taylorport, UT 88940",+1-338-722-7771x41299,Monthly,2025-04-13,2026-06-04,CrossFit,72.0,340.0,13369,8.9,No
GYM125558,Jennifer Bartlett,38.0,Male,"9718 Justin Port Suite 530, Rachelside, TN 55031",001-640-593-3664x40984,Quarterly,2023-12-08,2026-05-19,Cardio,78.0,582.0,12453,13.4,No
GYM125559,Sarah Morrison,31.0,Male,"88778 Joshua Way Suite 034, Mooreborough, AS 72639",832-532-3343x962,Quarterly,2024-01-28,2026-05-13,Weightlifting,78.0,492.0,26719,10.1,No
GYM125560,Kayla Castillo,31.0,Female,"67133 Kathryn Points, West Jamesmouth, UT 96767",(220)265-9832x098,Monthly,2023-10-04,2026-05-12,Swimming,77.0,460.0,24236,18.0,No
GYM125561,Tammy Simpson,29.0,Female,"7411 Wolf Trafficway Suite 072, East Erika, HI 68121",5669885884,Quarterly,2026-05-05,2026-05-06,Swimming,90.0,547.0,335,14.8,No
GYM125562,Mrs. Jacqueline Jefferson,21.0,Male,"Unit 8229 Box 8180, DPO AP 67567",+1-966-708-8128x646,Quarterly,2024-10-24,2026-06-03,CrossFit,93.0,488.0,44454,18.2,No
GYM125563,Doris Li,44.0,Female,"692 Jeffrey Lodge Suite 225, Holtmouth, KS 21234",821.811.7349x254,Monthly,2025-04-27,2026-04-15,Cardio,103.0,616.0,14100,19.3,No
GYM125564,Carrie Barnett,34.0,Male,"41665 Kaiser Views Apt. 494, New Sarahstad, WV 98600",+1-875-445-4284x92785,Yearly,2025-01-31,2026-04-16,Cardio,59.0,338.0,3074,11.1,No
GYM125565,Heather Parker,25.0,Female,"1179 Stephanie Plain, Jamesbury, MN 79481",(222)433-0728,Monthly,2025-11-19,2025-12-22,Weightlifting,76.0,666.0,2694,4.2,Yes
GYM125566,Brooke Williams,23.0,Male,"PSC 8707, Box 4705, APO AA 72581",+1-430-262-1204,Monthly,2024-08-11,2026-01-09,HIIT,34.0,178.0,1530,0.6,Yes
GYM125567,Jason Moore,44.0,Male,"40216 Donna Lodge Suite 667, Taylorshire, AR 82465",426-878-0108,Yearly,2023-07-29,2026-06-03,Weightlifting,81.0,559.0,83210,15.9,No
GYM125568,Miguel Banks,23.0,Female,"28327 Keith Rest Apt. 086, Wallsfurt, ND 25094",964-571-6129,Monthly,2023-10-27,2026-04-20,HIIT,63.0,352.0,23496,8.0,No
GYM125569,Christopher Cunningham,34.0,Female,"88849 Vazquez Springs Suite 210, Castrostad, GA 37549",(970)889-8069x6671,Quarterly,2026-02-14,2026-04-24,Yoga,71.0,639.0,1276,10.8,No
GYM125570,Anthony Miller,36.0,Male,"983 Murphy Trace Apt. 004, Garybury, RI 80508",(630)298-0894x06061,Quarterly,2025-11-17,2026-05-19,Pilates,41.0,318.0,997,6.5,No
GYM125571,Mr. Robert Myers PhD,52.0,Female,"449 Anita Knolls Apt. 469, Fernandezhaven, NV 51714",352-210-1364x72158,Quarterly,2024-02-15,2026-02-22,Weightlifting,55.0,461.0,107,0.0,Yes
GYM125572,Lori Fletcher,44.0,Female,"53694 Rich Crossroad, Morganland, AS 57864",(947)729-6095,Monthly,2023-08-23,2026-05-21,CrossFit,46.0,383.0,41190,11.5,No
GYM125573,Jason Mccoy,39.0,Female,"11551 Melissa Turnpike, West Jessicamouth, AZ 13644",687.563.4202,Monthly,2025-05-21,2026-04-20,Yoga,71.0,486.0,4546,13.6,Yes
GYM125574,Madeline Gonzales,40.0,Male,"1813 Isabella Terrace Suite 109, Donnaland, KS 77953",001-255-331-7334,Quarterly,2025-05-19,2026-04-20,Cardio,49.0,352.0,5527,13.2,No
GYM125575,Laura Peterson,51.0,Other,"015 Hurst Turnpike, Garciaside, IN 77689",601-985-0485x247,Yearly,2024-08-24,2026-05-24,CrossFit,58.0,381.0,17754,5.0,No
GYM125576,Marcus Mcdonald,45.0,Male,"2211 Sarah Spurs, New Lisaborough, KY 78507",744-722-0244x697,Yearly,2024-12-19,2026-05-10,Cardio,78.0,542.0,4157,12.2,No
GYM125577,Jamie Castro,18.0,Male,"4873 Gene Port Suite 895, East Donna, VI 29294",291.277.5997x9605,Monthly,2025-10-11,2026-04-04,Pilates,69.0,597.0,450,5.2,Yes
